image,text
data/raw/img\408.jpg,"EDEN IMPRESSION SDN BHD
LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS DUTAMAS. NO 1, JALAN DUTAMAS, 50480 KL
20/10/2016
Total: RM9.75"
data/raw/img\409.jpg,"UROKO JAPANESE CUISINE SDN BHD
22A-1, JALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR.
14/05/2018
Total: 87.10"
data/raw/img\410.jpg,"FTOF NOODLE HOUSE
NO.25, JALAN METRO PERDANA BARAT 2, TAMAN USAHAWAN KEPONG, KEPONG UTARA, 52100 KUALA LUMPUR.
21/05/2018
Total: RM31.60"
data/raw/img\411.jpg,"EIGHT OUNCE COFFEE CO.
F.K06, FIRST FLOOR, THE GARDENS MALL, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR.
24-05-2018
Total: 39.90"
data/raw/img\412.jpg,"SKCA HARDWARE & TIMBER SDN. BHD.
LOT 204 & 205, JALAN BATU 12 1/4, KG. DUSUN NANDING, 43100 HULU LANGAT, SELANGOR DARUL EHSAN.
01-NOV-2017
Total: 142.00"
data/raw/img\413.jpg,"ANN GIAP TRADING SDN BHD
NO. 135, JALAN BANGI, 43500 SEMENYIH, SELANGOR
30-09-2017
Total: 66.00"
data/raw/img\414.jpg,"KEDAI UHAT DAN RUNCIT CHONG HWA
3, JALAN PERDANA 5, TAMAN INDAH PERDANA, KEPONG, 52100 KL.
OCT 3, 2016
Total: RM33.90"
data/raw/img\415.jpg,"99 SPEED MART S/B
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1243-JLN PUDU ULU
14-08-17
Total: 14.40"
data/raw/img\416.jpg,"GUARDIAN HEALTH AND BEAUTY SDN BHD
LOT B-005-006, BASEMENT LEVEL 1 THE STARLING MALL JALAN SS21/60, DAMANSARA UTAMA.
07/07/17
Total: 13.78"
data/raw/img\417.jpg,"K STATIONERY & OFFICE SUPPLIES
NO.9, JALAN MANIS 3, TAMAN SEGAR CHERAS, 56100 KUALA LUMPUR.
15/07/2017
Total: 148.00"
data/raw/img\418.jpg,"MPH BOOKSTORES SDN BHD
LOT S319, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE, NO1, LEBUH BANDAR UTAMA,47800 P.JAYA
11/12/2017
Total: 31.45"
data/raw/img\419.jpg,"BECON STATIONER BECON ENTERPRISE SDN BHD
NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR.
13-09-2017
Total: 247.55"
data/raw/img\420.jpg,"GUARDIAN HEALTH AND BEAUTY SDN BHD
NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG
18/05/18
Total: 2.28"
data/raw/img\421.jpg,"GUARDIAN HEALTH AND BEAUTY SDN BHD
NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG
24/05/18
Total: 4.50"
data/raw/img\422.jpg,"ECO-SHOP MARKETING SDN BHD
LOT F1-01, 6, JALAN 8/27A, SEKSYEN 5 WANGSA MAJU, 53300 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA.
26/02/2018
Total: 16.30"
data/raw/img\423.jpg,"DE MAXIMUM THAI EXPRESS SDN BHD
BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300
17/05/2018
Total: 30.70"
data/raw/img\424.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
15 MAY 2018
Total: $8.20"
data/raw/img\425.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
30 MAY 2018
Total: $8.70"
data/raw/img\426.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
27/05/2018
Total: 99.90"
data/raw/img\427.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
11/05/2018
Total: 476.80"
data/raw/img\428.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
16 MAY 2018
Total: $8.20"
data/raw/img\429.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
14 MAY 2018
Total: $8.90"
data/raw/img\430.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
07 MAY 2018
Total: $8.70"
data/raw/img\431.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
10 MAY 2018
Total: $10.30"
data/raw/img\432.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
09 MAY 2018
Total: $6.60"
data/raw/img\433.jpg,"THE TOAST F&B SDN BHD
LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR
11/05/2018
Total: 31.00"
data/raw/img\434.jpg,"DE LUXE CIRCLE FRESH MART SDN BHD
NO. 89&91, JALAN UTAMA, TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.
12/05/18
Total: 12.00"
data/raw/img\435.jpg,"VERBENA CONFECTIONERY SDN BHD
1, JALAN SUTERA TANJUNG 8/4, TMN SUTERA UTAMA, 81300 SKUDAI, JB.
12/05/2018
Total: 75.70"
data/raw/img\436.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
22 MAY 2018
Total: $11.40"
data/raw/img\437.jpg,"GERBANG ALAF RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETA ING JAYA SELANGOR
25/05/2018
Total: 11.10"
data/raw/img\438.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
24 MAY 2018
Total: $8.40"
data/raw/img\439.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
27 MAY 2018
Total: $10.70"
data/raw/img\440.jpg,"DOMINO'S PIZZA TAMAN UNIVERSITI
30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR
08/05/18
Total: 6.70"
data/raw/img\441.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
06-04-18
Total: RM 31.20"
data/raw/img\442.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
11-04-18
Total: RM 9.00"
data/raw/img\443.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
19-04-18
Total: RM 15.40"
data/raw/img\444.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
19-04-18
Total: RM 34.80"
data/raw/img\445.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
19-04-18
Total: RM 34.80"
data/raw/img\446.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
25-04-18
Total: 48.10"
data/raw/img\447.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
26-04-18
Total: 2.10"
data/raw/img\448.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
27-04-18
Total: 38.00"
data/raw/img\449.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
28/04/2018
Total: 26.10"
data/raw/img\450.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
28-04-18
Total: 53.20"
data/raw/img\451.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
30-04-18
Total: 5.00"
data/raw/img\452.jpg,"S&Y STATIONERY
NO. 36G JALAN BULAN BM U5/BM, BANDAR PINGGIRAN SUBANG, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR.
05-JAN-2017
Total: 72.00"
data/raw/img\453.jpg,"99 SPEED MART S/B
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR
07-02-17
Total: 37.45"
data/raw/img\454.jpg,"ENW HARDWARE CENTRE (M) SDN. BHD.
NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.
13/04/2018
Total: 27.00"
data/raw/img\455.jpg,"ENW HARDWARE CENTRE (M) SDN. BHD.
NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.
14/04/2018
Total: 156.00"
data/raw/img\456.jpg,"ENW HARDWARE CENTRE (M) SDN. BHD.
NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.
09/04/2018
Total: 51.00"
data/raw/img\457.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
27-04-18
Total: 23.00"
data/raw/img\458.jpg,"KFA SUPPLY
125A TINGKAT BAWAH PT 1961 JALAN MALINJA SITE B 45400 SEKINCHAN SELANGOR
27/05/2018
Total: 11.60"
data/raw/img\459.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
13 MAY 2018
Total: $8.70"
data/raw/img\460.jpg,"DIMILIKI OLEH T PLUS F&B SDN. BHD.
PARADIGM MALL LOT NO.: 4F-27 & 4FK-38, 4TH FLOOR
11/05/2018
Total: 9.45"
data/raw/img\461.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
05 MAY 2018
Total: $11.20"
data/raw/img\462.jpg,"DIMILIKI OLEH : DOVE HOLDINGS SDN BHD
LOT S25, AEON TEBRAU CITY JUSCO NO 1, JLN DESA TEBRAU, TMN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOR
26/05/2018
Total: 164.80"
data/raw/img\463.jpg,"OLD TOWN KOPITIAM SDN BHD
NO,35, JALAN KEBUDAYAAN 8, TAMAN UNIVERSITY,81300 SKUDAI, JOHOR
05 MAY 18
Total: 28.50"
data/raw/img\464.jpg,"THE MARCO POLO KITCH BUKIT INDAH
NO 35,JALAN INDAH 15/2,BUKIT INDAH 81200 JOHOR BAHRU,JOHOR
06/05/2018
Total: 15.15"
data/raw/img\465.jpg,"WARAKUYA PERMAS CITY SDN BHD
JALAN PERMAS UTARA 1, PERMAS JAYA 81750 MASAI JOHOR
07/05/2018
Total: 24.40"
data/raw/img\466.jpg,"GERBANG ALAF RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR
21/05/2018
Total: 70.30"
data/raw/img\467.jpg,"FARMASI LIGAMAS
NO. 47, JALAN MERANTI 1A, BANDAR BARU UTAMA, 44300 BATANG KALI, SELANGOR.
20/05/2018
Total: 25.00"
data/raw/img\468.jpg,"SWC ENTERPRISE SDN BHD
5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOR
23/03/2018
Total: 41.20"
data/raw/img\469.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
22/05/2017
Total: 35.00"
data/raw/img\470.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
05/09/2017
Total: 14.90"
data/raw/img\471.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
10/04/2017
Total: 8.70"
data/raw/img\472.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
18/04/2017
Total: 8.70"
data/raw/img\473.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
18/04/2017
Total: 3.00"
data/raw/img\474.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
07/05/2017
Total: 43.7"
data/raw/img\475.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
04/04/2017
Total: 14.90"
data/raw/img\476.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
05/07/2017
Total: 2.00"
data/raw/img\477.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
12/08/2017
Total: 3.00"
data/raw/img\478.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
24/05/2017
Total: 5.80"
data/raw/img\479.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
24/07/2017
Total: 5.80"
data/raw/img\480.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
14/12/2017
Total: 36.00"
data/raw/img\481.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
31/10/2017
Total: 3.90"
data/raw/img\482.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
01/11/2017
Total: 33.50"
data/raw/img\483.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
07/11/2017
Total: 2.00"
data/raw/img\484.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
18/11/2017
Total: 9.30"
data/raw/img\485.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
20/09/2017
Total: 12.00"
data/raw/img\486.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
20/10/2017
Total: 8.70"
data/raw/img\487.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
18/09/2017
Total: 12.40"
data/raw/img\488.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
06/09/2017
Total: 8.70"
data/raw/img\489.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
27/10/2017
Total: 8.70"
data/raw/img\490.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
06/11/2017
Total: 8.70"
data/raw/img\491.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
28/12/2017
Total: 46.90"
data/raw/img\492.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
21/03/2017
Total: 10.00"
data/raw/img\493.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
28/03/2017
Total: 16.50"
data/raw/img\494.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
18/07/2017
Total: 35.00"
data/raw/img\495.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
15/07/2017
Total: 8.70"
data/raw/img\496.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
06/07/2017
Total: 4.50"
data/raw/img\497.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
08/07/2017
Total: 8.70"
data/raw/img\498.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
19/07/2017
Total: 5.00"
data/raw/img\499.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
19/07/2017
Total: 5.00"
data/raw/img\500.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
02/12/2017
Total: 8.70"
data/raw/img\501.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
26/11/2017
Total: 9.30"
data/raw/img\502.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
29/11/2017
Total: 33.60"
data/raw/img\503.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
04/12/2017
Total: 3.90"
data/raw/img\504.jpg,"SANYU STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM
11/12/2017
Total: 7.00"
data/raw/img\505.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
13/07/2017
Total: 4.00"
data/raw/img\506.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
28/09/2017
Total: 14.00"
data/raw/img\507.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
30/03/2017
Total: 6.00"
data/raw/img\508.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
15/11/2017
Total: 16.00"
data/raw/img\509.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
12/09/2017
Total: 30.00"
data/raw/img\510.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
13/12/2017
Total: 24.00"
data/raw/img\511.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
29/12/2017
Total: 7.00"
data/raw/img\512.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
15/09/2017
Total: 24.00"
data/raw/img\513.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
10/05/2017
Total: 16.00"
data/raw/img\514.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
25/12/2017
Total: 2.50"
data/raw/img\515.jpg,"AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD
NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,
04/09/2017
Total: 28.00"
data/raw/img\516.jpg,"FY EAGLE ENTERPRISE
NO. 42, JALAN PBS 14/11, TAMAN PERINDUSTRIAN BUKIT SERDANG, 43300 SERI KEMBANGAN, SELANGOR
24/05/2018
Total: 52.00"
data/raw/img\517.jpg,"MYNEWS RETAIL SB
UNIT 105, BLOCK A,PUSAT DAGANGAN PHILEO DAMANSARA, NO.9, JALAN 16/11,,46350,PETALING JAYA,SELANGOR
28/06/2018
Total: 6.00"
data/raw/img\518.jpg,"RAPID RAIL SDN BHD
NO.1 JALAN PJU 1A/46, OFF JALAN LAPANGAN TERBANG SUBANG PETALING JAYA SELANGOR 47301
18/06/2018
Total: RM 30.00"
data/raw/img\519.jpg,"ESJAY FUEL ENTERPRISE
LOT PTD 101051 JALAN PERMAS 10/10 81750 MASAI, JOHOR
30-06-2018
Total: 50.00"
data/raw/img\520.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
04 JUN 2018
Total: RM7.70"
data/raw/img\521.jpg,"MOONLIGHT CAKE HOUSE SDN BHD
NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.
04/06/2018
Total: RM21.85"
data/raw/img\522.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
09 JUN 2018
Total: RM7.70"
data/raw/img\523.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
10 JUN 2018
Total: RM8.50"
data/raw/img\524.jpg,"MOONLIGHT CAKE HOUSE SDN BHD
NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.
09/06/2018
Total: RM15.40"
data/raw/img\525.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
10/06/2018
Total: 127.35"
data/raw/img\526.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
12 JUN 2018
Total: RM7.70"
data/raw/img\527.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR
11 JUN 2018
Total: RM6.00"
data/raw/img\528.jpg,"DE LUXE CIRCLE FRESH MART SDN BHD
NO.89&91, JALAN UTAMA, TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.
02/06/18
Total: 25.85"
data/raw/img\529.jpg,"LEMON TREE RESTAURANT JTJ FOODS SDN BHD
NO 3, JALAN PERMAS 10/8, BANDAR BARU PERMAS JAYA, 81750 MASAI, JOHOR
6/1/2018
Total: 10.30"
data/raw/img\530.jpg,"PASARAYA CINWA SDN BHD
NO.6,8, 10& 12 JALAN PERMAS 4/3 BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU,JOHOR.
15/06/2018
Total: 14.20"
data/raw/img\531.jpg,"THE TOAST F&B SDN BHD
LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR
16/06/2018
Total: 28.15"
data/raw/img\532.jpg,"KEDAI RUNCIT ZBH
NO.17,JALAN PERMAS 1/7, BANDAR BARU PERMAS JAYA,81750,MASAI
01/06/2018
Total: RM43.40"
data/raw/img\533.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
12/06/2018
Total: 38.60"
data/raw/img\534.jpg,"GRANDMA HOMES RESTAURANT
NO.3 & 5, JALAN PERMAS 11, BANDAR BARU PERMAS JAYA, 81750 MASAI, JOHOR
13/06/2018
Total: 473.30"
data/raw/img\535.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR
16 JUN 2018
Total: RM7.70"
data/raw/img\536.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR
18 JUN 2018
Total: RM8.20"
data/raw/img\537.jpg,"UNIHAKKA INTERNATIONAL SDN BHD
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR
20 JUN 2018
Total: RM8.20"
data/raw/img\538.jpg,"MOONLIGHT CAKE HOUSE SDN BHD
NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.
20/06/2018
Total: RM14.20"
